,carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
1876,PA,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,20,2,0.06666666666666667
1877,PB,N,1.0,A,1.0,2,NC,1.0,D,3,2,21,2,0.16
1878,PA,S,2.0,A,1.0,1,NC,1.0,P,-1,2,18,0,0.1
1879,PA,N,1.0,A,1.0,2,NC,1.0,P,-1,7,20,1,0.4
1880,PC,S,2.0,A,1.0,1,NC,-1.0,D,-1,9,20,2,0.5
1881,PB,S,2.0,A,1.0,2,NC,1.0,D,3,3,20,1,0.2
1882,PA,N,1.0,A,1.0,1,NC,3.0,P,-1,4,19,2,0.2
1883,PA,S,2.0,P,1.0,1,N,4.0,D,1,1,19,2,0.16666666666666666
1884,PA,N,1.0,P,1.0,2,NC,1.0,H,1,2,19,2,0.26666666666666666
1885,PA,N,2.0,A,1.0,2,NC,2.0,P,-1,2,19,1,0.13333333333333333
1886,PA,N,1.0,P,1.0,1,N,4.0,D,3,2,20,1,0.23333333333333334
1887,PA,S,1.0,A,1.0,1,S,4.0,P,1,4,18,0,0.3
1888,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,5,20,2,0.43333333333333335
1889,PC,N,2.0,A,1.0,1,NC,1.0,H,3,3,20,1,0.17857142857142858
1890,PD,N,1.0,A,1.0,1,NC,-1.0,H,-1,6,21,1,0.4
1891,PA,N,1.0,A,1.0,2,NC,-1.0,H,2,4,19,1,0.3
1892,PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,3,21,1,0.16666666666666666
1893,PC,S,1.0,A,1.0,1,NC,-1.0,P,3,6,18,0,0.39285714285714285
1894,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,6,21,1,0.4
1895,PA,S,2.0,A,1.0,1,NC,1.0,H,3,2,18,0,0.13333333333333333
1896,PE,S,2.0,A,1.0,1,NC,4.0,D,1,4,21,1,0.4666666666666667
1897,PE,N,1.0,A,1.0,1,NC,2.0,D,1,2,19,2,0.26666666666666666
1898,PC,S,2.0,A,1.0,2,NC,-1.0,P,1,7,18,0,0.39285714285714285
1899,PA,N,1.0,A,1.0,2,NC,-1.0,H,3,5,20,1,0.4666666666666667
1900,PD,N,2.0,A,1.0,2,NC,3.0,P,1,2,18,0,0.1
1901,PD,N,2.0,P,1.0,1,S,4.0,P,3,0,20,2,0.125
1902,PD,S,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.2
1903,PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,19,2,0.21428571428571427
1904,PB,S,0.0,A,1.0,1,NC,4.0,D,-1,3,21,1,0.24
1905,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,19,1,0.26666666666666666
1906,PA,S,1.0,A,1.0,1,NC,-1.0,D,1,9,20,2,0.5
1907,PE,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,20,1,0.13333333333333333
1908,PC,N,2.0,P,1.0,2,NC,-1.0,P,2,0,20,1,0.0
1909,PA,S,2.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.3
1910,PC,N,1.0,A,1.0,1,NC,-1.0,H,-1,5,19,2,0.32142857142857145
1911,PA,N,2.0,A,1.0,1,NC,-1.0,H,-1,5,21,2,0.3333333333333333
1912,PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,6,21,2,0.4666666666666667
1913,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,19,2,0.06666666666666667
1914,PA,N,0.0,A,1.0,1,NC,4.0,H,2,3,18,0,0.16666666666666666
1915,PD,N,1.0,P,1.0,2,NC,-1.0,D,-1,2,19,2,0.25
1916,PA,S,2.0,A,1.0,1,NC,2.0,P,3,2,20,2,0.16666666666666666
1917,PA,N,0.0,A,1.0,1,NC,2.0,P,-1,3,18,0,0.16666666666666666
1918,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,4,21,1,0.23333333333333334
1919,PA,N,1.0,A,1.0,1,NC,2.0,P,-1,2,18,0,0.2
1920,PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.36666666666666664
1921,PA,S,0.0,A,4.0,2,NC,1.0,H,-1,3,20,2,0.23333333333333334
1922,PA,S,1.0,A,1.0,2,NC,2.0,D,-1,2,21,1,0.13333333333333333
1923,PA,N,1.0,A,1.0,2,NC,1.0,H,-1,4,21,2,0.26666666666666666
1924,PA,S,1.0,A,1.0,1,N,4.0,D,2,7,18,0,0.36666666666666664
1925,PA,S,2.0,P,1.0,1,NC,-1.0,H,-1,0,19,1,0.06666666666666667
1926,PA,S,2.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.23333333333333334
1927,PB,N,1.0,A,1.0,1,NC,1.0,D,2,2,20,2,0.16
1928,PA,N,2.0,P,2.0,2,NC,1.0,D,3,0,19,2,0.06666666666666667
1929,PA,N,1.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.03333333333333333
1930,PA,N,0.0,A,1.0,2,NC,1.0,P,3,4,21,2,0.3
1931,PD,N,0.0,A,1.0,1,NC,-1.0,P,-1,8,21,2,0.3
1932,PA,N,1.0,A,1.0,1,NC,2.0,P,3,7,18,0,0.4666666666666667
1933,PA,S,0.0,P,1.0,1,NC,2.0,H,-1,1,19,2,0.3
1934,PB,S,0.0,A,1.0,1,NC,1.0,P,-1,6,18,0,0.4
1935,PA,S,1.0,A,1.0,1,NC,4.0,D,-1,2,21,2,0.13333333333333333
1936,PA,S,1.0,A,1.0,2,NC,1.0,H,-1,3,18,0,0.3
1937,PD,S,0.0,P,1.0,2,NC,-1.0,H,3,1,21,1,0.125
1938,PA,N,1.0,P,1.0,1,NC,-1.0,D,3,1,19,1,0.23333333333333334
1939,PD,N,2.0,A,1.0,1,NC,-1.0,H,-1,9,18,0,0.45
1940,PB,N,2.0,A,1.0,2,NC,-1.0,H,-1,4,19,2,0.36
1941,PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,19,1,0.3333333333333333
1942,PE,N,1.0,A,1.0,1,NC,1.0,D,3,3,19,1,0.4666666666666667
1943,PB,S,0.0,A,1.0,1,NC,-1.0,P,3,7,19,1,0.48
1944,PC,N,1.0,P,1.0,2,NC,1.0,D,1,0,21,2,0.07142857142857142
1945,PA,N,1.0,A,1.0,1,NC,2.0,D,3,2,18,0,0.23333333333333334
1946,PA,N,1.0,A,1.0,2,NC,-1.0,D,-1,6,18,0,0.4
1947,PD,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,20,1,0.175
1948,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,4,19,2,0.3333333333333333
1949,PC,S,1.0,P,1.0,2,NC,-1.0,H,3,1,19,1,0.2857142857142857
1950,PB,N,0.0,A,1.0,1,NC,-1.0,D,3,1,19,2,0.12
1951,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,4,18,0,0.26666666666666666
1952,PA,N,1.0,A,1.0,2,NC,-1.0,P,2,4,21,2,0.3
1953,PA,S,0.0,A,1.0,1,NC,2.0,H,3,6,18,0,0.36666666666666664
1954,PA,N,1.0,A,1.0,1,NC,1.0,P,3,7,19,2,0.4666666666666667
1955,PA,S,2.0,A,1.0,1,NC,-1.0,D,1,9,18,0,0.5
1956,PA,N,1.0,P,1.0,1,NC,1.0,H,-1,0,20,2,0.1
1957,PA,N,1.0,P,1.0,2,NC,1.0,P,-1,1,20,1,0.2
1958,PC,N,2.0,P,1.0,1,NC,-1.0,H,-1,1,18,0,0.14285714285714285
1959,PA,N,2.0,A,1.0,1,NC,-1.0,P,3,4,21,2,0.23333333333333334
1960,PA,N,1.0,A,1.0,1,NC,1.0,P,3,3,18,0,0.2
1961,PB,S,1.0,A,1.0,1,NC,-1.0,P,1,3,21,2,0.36
1962,PB,N,2.0,P,1.0,1,NC,-1.0,P,1,0,19,2,0.04
1963,PB,S,2.0,A,1.0,1,NC,-1.0,H,-1,6,20,1,0.44
1964,PD,N,1.0,A,1.0,2,NC,1.0,H,1,6,18,0,0.3
1965,PC,N,2.0,P,1.0,1,NC,-1.0,H,-1,2,19,1,0.2857142857142857
1966,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,5,19,1,0.48
1967,PC,N,0.0,A,1.0,1,NC,-1.0,D,3,1,20,1,0.10714285714285714
1968,PA,S,0.0,A,1.0,1,NC,-1.0,H,3,7,19,2,0.4
1969,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,6,20,2,0.36666666666666664
1970,PD,N,2.0,P,1.0,2,NC,1.0,H,1,0,20,1,0.05
1971,PE,S,1.0,A,1.0,1,NC,3.0,D,3,3,19,2,0.4
1972,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,3,18,0,0.16666666666666666
1973,PA,S,1.0,P,1.0,2,NC,1.0,D,3,0,21,2,0.16666666666666666
1974,PA,N,1.0,A,1.0,1,NC,3.0,H,1,7,21,1,0.4
1975,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,5,20,1,0.4666666666666667
1976,PA,S,2.0,P,1.0,1,NC,1.0,H,3,0,20,-2,0.0
1977,PD,N,1.0,A,1.0,1,NC,-1.0,H,3,8,21,2,0.45
1978,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,2,20,1,0.16666666666666666
1979,PA,N,0.0,P,1.0,1,NC,2.0,D,3,1,21,2,0.13333333333333333
1980,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,1,21,2,0.1
1981,PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,2,19,1,0.16666666666666666
1982,PA,S,0.0,P,1.0,2,S,3.0,P,1,2,19,2,0.26666666666666666
1983,PA,N,0.0,P,1.0,1,NC,1.0,P,3,0,20,1,0.1
1984,PA,N,0.0,P,1.0,1,NC,-1.0,H,3,1,19,1,0.13333333333333333
1985,PA,N,1.0,A,1.0,2,S,1.0,D,1,5,19,1,0.36666666666666664
1986,PD,S,1.0,A,1.0,1,NC,-1.0,P,1,3,21,1,0.125
1987,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.26666666666666666
1988,PB,N,0.0,A,1.0,1,NC,-1.0,D,3,3,21,1,0.16
1989,PB,N,1.0,A,1.0,2,NC,-1.0,D,-1,5,21,1,0.52
1990,PA,N,0.0,A,1.0,1,NC,1.0,D,3,7,19,2,0.36666666666666664
1991,PB,N,1.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.24
1992,PB,N,1.0,A,1.0,1,NC,-1.0,H,1,6,19,2,0.4
1993,PA,S,2.0,A,1.0,2,NC,-1.0,P,1,6,20,2,0.4666666666666667
1994,PA,S,1.0,A,1.0,1,NC,1.0,H,3,5,18,0,0.3
1995,PD,N,1.0,P,1.0,1,NC,-1.0,H,3,0,18,0,0.1
1996,PA,N,0.0,A,1.0,1,NC,3.0,D,-1,4,18,0,0.3333333333333333
1997,PD,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,19,2,0.175
1998,PE,S,1.0,A,1.0,2,NC,-1.0,D,3,2,18,0,0.26666666666666666
1999,PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,3,18,0,0.26666666666666666
2000,PA,S,1.0,A,1.0,2,NC,1.0,H,1,5,19,2,0.26666666666666666
2001,PA,N,1.0,A,1.0,1,NC,1.0,H,-1,2,21,1,0.13333333333333333
2002,PD,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.425
2003,PA,S,1.0,P,1.0,2,NC,2.0,D,1,0,21,1,0.06666666666666667
2004,PA,S,0.0,A,1.0,1,N,2.0,H,2,3,19,2,0.26666666666666666
2005,PA,N,1.0,P,1.0,1,NC,-1.0,P,3,2,20,2,0.3
2006,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,19,2,0.2
2007,PC,S,1.0,A,1.0,2,NC,1.0,P,3,2,20,1,0.14285714285714285
2008,PE,S,2.0,A,1.0,1,NC,-1.0,P,-1,1,19,2,0.13333333333333333
2009,PA,N,1.0,A,1.0,2,NC,-1.0,D,1,2,20,2,0.16666666666666666
2010,PB,S,1.0,A,1.0,2,NC,-1.0,D,-1,3,19,2,0.2
2011,PC,N,2.0,P,1.0,2,NC,-1.0,D,1,1,19,1,0.2857142857142857
2012,PD,S,2.0,A,1.0,2,NC,-1.0,D,-1,5,20,1,0.3
2013,PB,N,2.0,A,1.0,1,NC,-1.0,D,-1,5,20,2,0.32
2014,PA,S,2.0,A,1.0,1,NC,-1.0,H,1,5,21,2,0.3333333333333333
2015,PA,S,1.0,A,1.0,1,NC,-1.0,P,3,4,21,2,0.36666666666666664
2016,PA,N,2.0,A,1.0,1,NC,1.0,P,3,2,20,1,0.16666666666666666
2017,PA,S,1.0,P,1.0,1,NC,1.0,H,3,1,20,1,0.13333333333333333
2018,PB,S,1.0,A,2.0,1,N,4.0,P,3,8,19,2,0.48
2019,PE,N,1.0,P,1.0,1,NC,2.0,D,3,1,18,0,0.2
2020,PB,N,0.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.0
2021,PA,N,1.0,A,1.0,1,NC,-1.0,D,3,1,21,2,0.1
2022,PC,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,21,1,0.32142857142857145
2023,PA,S,0.0,A,1.0,1,NC,-1.0,P,2,5,20,2,0.43333333333333335
2024,PC,S,2.0,P,1.0,2,NC,-1.0,P,-1,1,18,0,0.21428571428571427
2025,PA,S,0.0,A,1.0,2,NC,1.0,P,3,6,21,2,0.4666666666666667
2026,PA,S,2.0,A,1.0,1,NC,-1.0,P,3,7,20,1,0.36666666666666664
2027,PA,S,0.0,A,1.0,1,NC,-1.0,P,3,5,20,2,0.5
2028,PA,S,2.0,A,1.0,1,NC,3.0,P,3,5,19,2,0.4666666666666667
2029,PB,N,1.0,P,1.0,1,NC,-1.0,P,3,0,19,1,0.08
2030,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,8,20,2,0.4666666666666667
2031,PC,N,2.0,P,1.0,2,NC,-1.0,D,-1,0,18,0,0.10714285714285714
2032,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,19,2,0.26666666666666666
2033,PA,S,1.0,A,1.0,1,NC,-1.0,D,3,5,21,2,0.36666666666666664
2034,PC,S,2.0,A,1.0,1,N,3.0,D,2,2,21,1,0.17857142857142858
2035,PA,S,1.0,A,1.0,2,NC,1.0,D,3,2,19,1,0.1
2036,PA,N,0.0,P,1.0,1,NC,-1.0,D,3,1,18,0,0.16666666666666666
2037,PC,S,1.0,A,1.0,1,NC,-1.0,D,3,3,21,1,0.32142857142857145
2038,PD,N,1.0,A,1.0,1,NC,-1.0,H,-1,5,21,2,0.275
2039,PA,S,0.0,P,1.0,1,NC,-1.0,P,3,2,21,2,0.3
2040,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,3,20,1,0.3
2041,PA,S,2.0,A,1.0,2,NC,-1.0,H,3,7,19,1,0.43333333333333335
2042,PA,S,1.0,A,1.0,1,NC,-1.0,D,3,6,19,2,0.3
2043,PB,S,2.0,A,1.0,1,NC,-1.0,P,-1,5,21,1,0.44
2044,PA,N,2.0,P,1.0,1,NC,-1.0,H,-1,2,18,0,0.3
2045,PA,N,1.0,P,1.0,2,NC,-1.0,D,3,0,20,2,0.1
2046,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,19,2,0.13333333333333333
2047,PA,N,0.0,P,1.0,2,NC,-1.0,H,-1,1,20,1,0.26666666666666666
2048,PA,S,1.0,A,1.0,1,NC,2.0,D,1,8,20,1,0.5
2049,PE,N,1.0,A,1.0,1,NC,-1.0,P,1,4,19,2,0.4
2050,PA,S,1.0,A,1.0,1,NC,1.0,H,2,4,19,2,0.26666666666666666
2051,PB,S,1.0,A,1.0,1,NC,1.0,H,-1,3,21,1,0.24
2052,PD,S,0.0,A,1.0,1,NC,4.0,H,2,11,18,0,0.45
2053,PD,S,2.0,A,1.0,1,NC,-1.0,H,3,8,20,2,0.35
2054,PA,N,2.0,P,1.0,2,NC,-1.0,D,-1,1,20,1,0.2
2055,PA,S,2.0,A,1.0,1,NC,-1.0,H,1,3,21,2,0.26666666666666666
2056,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,18,0,0.26666666666666666
2057,PD,N,1.0,P,1.0,1,NC,1.0,P,3,0,21,1,0.075
2058,PA,N,2.0,P,1.0,1,NC,-1.0,D,3,2,19,1,0.26666666666666666
2059,PB,N,0.0,A,1.0,1,NC,-1.0,H,-1,2,20,2,0.16
2060,PB,N,2.0,P,1.0,1,NC,-1.0,P,-1,0,21,2,0.16
2061,PA,S,0.0,A,5.0,1,N,3.0,D,2,2,18,0,0.16666666666666666
2062,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.36666666666666664
2063,PC,S,1.0,A,1.0,1,NC,2.0,D,3,5,19,1,0.39285714285714285
2064,PC,N,2.0,P,1.0,1,NC,1.0,D,3,0,18,0,0.10714285714285714
2065,PC,S,2.0,A,1.0,1,NC,-1.0,H,-1,1,19,2,0.10714285714285714
2066,PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,8,21,1,0.43333333333333335
2067,PA,N,0.0,A,1.0,1,NC,-1.0,P,3,2,19,1,0.1
2068,PA,N,1.0,P,1.0,2,NC,-1.0,P,1,0,19,2,0.03333333333333333
2069,PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,2,21,1,0.1
2070,PD,S,1.0,A,1.0,1,NC,-1.0,D,3,4,18,0,0.2
2071,PA,S,2.0,A,1.0,1,NC,1.0,P,-1,4,21,2,0.3333333333333333
2072,PC,S,1.0,A,1.0,1,NC,-1.0,D,3,5,21,2,0.39285714285714285
2073,PE,N,0.0,A,1.0,1,NC,-1.0,D,3,2,18,0,0.4666666666666667
2074,PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,19,2,0.0
2075,PE,S,1.0,A,1.0,1,NC,1.0,H,3,3,19,2,0.5333333333333333
2076,PC,S,2.0,A,1.0,1,NC,1.0,P,3,2,21,1,0.10714285714285714
2077,PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,1,20,2,0.26666666666666666
2078,PE,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,19,2,0.4
2079,PA,N,1.0,A,1.0,1,NC,-1.0,D,1,5,20,1,0.36666666666666664
2080,PD,S,0.0,A,1.0,1,NC,-1.0,P,-1,8,18,0,0.375
2081,PA,S,1.0,A,1.0,1,NC,-1.0,P,3,5,18,0,0.3333333333333333
2082,PA,N,1.0,A,1.0,1,NC,-1.0,D,3,5,18,0,0.26666666666666666
2083,PA,N,2.0,A,1.0,2,NC,-1.0,D,2,2,18,0,0.13333333333333333
2084,PA,S,2.0,A,1.0,2,NC,-1.0,H,3,5,19,2,0.3333333333333333
2085,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.4666666666666667
2086,PA,N,0.0,A,1.0,1,NC,2.0,P,3,2,19,1,0.1
2087,PA,N,2.0,P,1.0,2,NC,-1.0,D,3,0,20,1,0.26666666666666666
2088,PA,N,0.0,P,1.0,2,NC,4.0,D,-1,0,18,0,0.06666666666666667
2089,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,1,0.16666666666666666
2090,PA,N,1.0,A,1.0,1,NC,1.0,P,3,2,19,2,0.1
2091,PA,N,1.0,A,1.0,1,NC,-1.0,P,3,2,18,0,0.16666666666666666
2092,PC,S,2.0,A,1.0,1,NC,-1.0,H,3,8,21,1,0.4642857142857143
2093,PE,S,0.0,P,1.0,1,N,2.0,D,2,0,21,1,0.0
2094,PA,N,1.0,P,1.0,2,NC,-1.0,P,3,0,20,1,0.06666666666666667
2095,PA,S,0.0,A,1.0,2,NC,2.0,D,-1,4,21,1,0.26666666666666666
2096,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,8,20,2,0.4666666666666667
2097,PA,N,0.0,P,1.0,1,NC,4.0,P,-1,1,20,2,0.3
2098,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,5,19,1,0.4666666666666667
2099,PB,S,2.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.36
2100,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,6,20,1,0.5
2101,PA,S,1.0,A,1.0,2,NC,-1.0,D,3,2,18,0,0.13333333333333333
2102,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.3
2103,PA,N,2.0,P,1.0,2,NC,1.0,P,3,0,20,2,0.16666666666666666
2104,PA,S,1.0,A,1.0,1,NC,-1.0,D,1,2,20,1,0.13333333333333333
2105,PA,N,1.0,A,1.0,2,NC,-1.0,D,2,1,18,0,0.1
2106,PA,N,0.0,A,1.0,2,NC,1.0,H,3,6,21,2,0.5
2107,PD,N,0.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.275
2108,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,6,18,0,0.36666666666666664
2109,PA,N,0.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.16666666666666666
2110,PA,S,1.0,A,1.0,1,NC,-1.0,D,3,3,21,2,0.16666666666666666
2111,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,18,0,0.3
2112,PE,N,1.0,A,1.0,2,NC,-1.0,D,-1,2,19,1,0.2
2113,PC,S,1.0,A,1.0,1,NC,-1.0,H,3,4,18,0,0.2857142857142857
2114,PB,S,1.0,P,1.0,1,NC,-1.0,H,3,0,21,2,0.0
2115,PC,S,1.0,A,1.0,2,NC,-1.0,H,-1,6,19,2,0.5
2116,PA,S,1.0,A,1.0,1,NC,-1.0,H,3,6,18,0,0.43333333333333335
2117,PD,S,0.0,P,1.0,1,NC,-1.0,D,-1,2,19,1,0.225
2118,PA,N,1.0,P,1.0,2,NC,1.0,H,3,1,21,2,0.06666666666666667
2119,PA,N,1.0,A,1.0,1,NC,-1.0,H,1,4,21,2,0.3333333333333333
2120,PA,N,0.0,P,1.0,2,NC,-1.0,D,-1,1,21,2,0.16666666666666666
2121,PC,N,2.0,P,1.0,1,NC,-1.0,P,2,0,20,2,0.07142857142857142
2122,PE,S,2.0,A,1.0,1,NC,-1.0,H,3,3,18,0,0.5333333333333333
2123,PA,S,1.0,A,1.0,1,NC,-1.0,P,3,5,21,1,0.43333333333333335
2124,PD,N,0.0,A,1.0,2,NC,1.0,D,3,4,19,2,0.2
2125,PD,S,1.0,P,1.0,2,NC,2.0,H,-1,1,21,1,0.15
2126,PA,N,1.0,P,1.0,1,NC,1.0,H,1,1,19,2,0.1
2127,PA,S,1.0,A,1.0,2,NC,2.0,D,3,3,19,2,0.23333333333333334
2128,PA,S,1.0,A,1.0,2,NC,-1.0,D,3,3,20,2,0.26666666666666666
2129,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,18,0,0.36666666666666664
2130,PA,S,1.0,P,1.0,1,NC,2.0,H,1,0,19,1,0.03333333333333333
2131,PA,N,0.0,A,1.0,1,NC,-1.0,D,3,6,21,2,0.4
2132,PA,N,0.0,A,1.0,1,NC,-1.0,H,1,2,21,1,0.1
2133,PC,S,0.0,A,1.0,1,NC,3.0,P,1,3,19,1,0.21428571428571427
2134,PD,S,2.0,P,1.0,1,NC,-1.0,H,3,1,20,1,0.075
2135,PA,S,1.0,A,1.0,1,NC,-1.0,D,1,4,21,2,0.3
2136,PA,S,2.0,A,1.0,2,NC,-1.0,H,3,5,20,2,0.3333333333333333
2137,PC,S,2.0,A,1.0,1,NC,-1.0,D,3,6,19,1,0.39285714285714285
2138,PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,2,20,1,0.13333333333333333
2139,PB,S,1.0,P,1.0,1,NC,-1.0,D,1,1,20,2,0.16
2140,PB,N,1.0,A,1.0,1,NC,1.0,D,-1,2,20,1,0.24
2141,PB,S,2.0,A,1.0,2,NC,-1.0,D,3,5,20,1,0.4
2142,PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,6,20,2,0.3333333333333333
2143,PD,S,2.0,P,1.0,1,NC,-1.0,D,-1,2,21,2,0.275
2144,PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,2,19,2,0.16666666666666666
2145,PA,N,1.0,A,1.0,1,NC,1.0,P,3,8,19,2,0.4666666666666667
2146,PB,N,1.0,P,1.0,1,NC,-1.0,P,3,0,21,4,0.04
2147,PA,S,1.0,A,3.0,1,NC,-1.0,D,2,7,19,1,0.5
2148,PA,S,0.0,A,1.0,1,NC,-1.0,P,-1,7,20,1,0.36666666666666664
2149,PA,S,1.0,A,1.0,1,NC,1.0,H,1,9,20,2,0.5
2150,PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,18,0,0.10714285714285714
2151,PD,S,1.0,A,1.0,2,NC,-1.0,D,3,9,19,2,0.5
2152,PA,N,2.0,A,1.0,1,NC,-1.0,D,3,7,20,2,0.43333333333333335
2153,PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,7,19,2,0.4642857142857143
2154,PD,N,1.0,A,1.0,1,NC,-1.0,P,3,8,21,1,0.325
2155,PD,S,2.0,P,1.0,1,NC,1.0,H,1,1,18,0,0.1
2156,PA,S,1.0,A,1.0,1,NC,2.0,P,3,9,19,1,0.4666666666666667
2157,PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,8,19,1,0.4
2158,PA,N,1.0,P,1.0,2,NC,-1.0,H,1,1,21,2,0.3
2159,PC,S,2.0,P,1.0,1,NC,-1.0,P,3,1,20,2,0.10714285714285714
2160,PA,S,1.0,A,1.0,1,NC,1.0,D,1,6,20,2,0.3333333333333333
2161,PA,N,2.0,P,1.0,2,NC,4.0,P,3,0,21,1,0.13333333333333333
2162,PD,N,0.0,P,3.0,1,NC,-1.0,D,-1,0,19,1,0.05
2163,PB,S,1.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.16
2164,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,19,2,0.3333333333333333
2165,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,21,1,0.3
2166,PE,S,0.0,A,1.0,2,NC,1.0,P,3,3,21,1,0.4
2167,PA,N,1.0,A,1.0,2,NC,1.0,P,-1,5,21,1,0.3
2168,PA,N,2.0,P,1.0,2,NC,-1.0,D,3,1,18,0,0.2
2169,PC,S,1.0,A,1.0,1,NC,1.0,D,3,5,21,2,0.35714285714285715
2170,PB,N,0.0,A,1.0,1,NC,-1.0,D,3,4,18,0,0.44
2171,PC,S,1.0,A,1.0,1,NC,-1.0,D,3,2,19,2,0.17857142857142858
2172,PB,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.16
2173,PD,N,2.0,P,1.0,2,N,4.0,H,-1,0,19,2,0.0
2174,PA,N,2.0,P,1.0,2,NC,4.0,D,2,2,20,2,0.26666666666666666
2175,PD,S,1.0,A,1.0,1,NC,-1.0,D,1,4,20,1,0.225
2176,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,5,20,1,0.3
2177,PD,S,0.0,A,1.0,1,NC,1.0,H,3,6,20,2,0.4
2178,PA,S,1.0,A,1.0,1,S,2.0,D,1,5,18,0,0.26666666666666666
2179,PA,N,1.0,P,1.0,2,NC,-1.0,P,3,1,19,1,0.1
2180,PA,N,2.0,P,1.0,2,NC,-1.0,H,-1,0,21,2,0.06666666666666667
2181,PE,N,1.0,P,1.0,1,NC,-1.0,P,3,0,19,1,0.13333333333333333
2182,PB,N,2.0,P,1.0,2,NC,-1.0,H,1,0,19,1,0.0
2183,PD,N,1.0,P,1.0,2,NC,-1.0,H,3,2,19,2,0.25
2184,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,4,19,1,0.3
2185,PA,S,1.0,A,1.0,1,NC,1.0,D,3,5,20,2,0.43333333333333335
2186,PE,S,0.0,A,1.0,1,NC,-1.0,H,3,2,18,0,0.3333333333333333
