carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.26666666666666666
PB,N,0.0,A,1.0,1,NC,-1.0,D,3,3,21,1,0.16
PB,N,1.0,A,1.0,2,NC,-1.0,D,-1,5,21,1,0.52
PA,N,0.0,A,1.0,1,NC,1.0,D,3,7,19,2,0.36666666666666664
PB,N,1.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.24
PB,N,1.0,A,1.0,1,NC,-1.0,H,1,6,19,2,0.4
PA,S,2.0,A,1.0,2,NC,-1.0,P,1,6,20,2,0.4666666666666667
PA,S,1.0,A,1.0,1,NC,1.0,H,3,5,18,0,0.3
PD,N,1.0,P,1.0,1,NC,-1.0,H,3,0,18,0,0.1
PA,N,0.0,A,1.0,1,NC,3.0,D,-1,4,18,0,0.3333333333333333
PD,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,19,2,0.175
PE,S,1.0,A,1.0,2,NC,-1.0,D,3,2,18,0,0.26666666666666666
PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,3,18,0,0.26666666666666666
PA,S,1.0,A,1.0,2,NC,1.0,H,1,5,19,2,0.26666666666666666
PA,N,1.0,A,1.0,1,NC,1.0,H,-1,2,21,1,0.13333333333333333
PD,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.425
PA,S,1.0,P,1.0,2,NC,2.0,D,1,0,21,1,0.06666666666666667
PA,S,0.0,A,1.0,1,N,2.0,H,2,3,19,2,0.26666666666666666
PA,N,1.0,P,1.0,1,NC,-1.0,P,3,2,20,2,0.3
PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,19,2,0.2
PC,S,1.0,A,1.0,2,NC,1.0,P,3,2,20,1,0.14285714285714285
PE,S,2.0,A,1.0,1,NC,-1.0,P,-1,1,19,2,0.13333333333333333
PA,N,1.0,A,1.0,2,NC,-1.0,D,1,2,20,2,0.16666666666666666
PB,S,1.0,A,1.0,2,NC,-1.0,D,-1,3,19,2,0.2
PC,N,2.0,P,1.0,2,NC,-1.0,D,1,1,19,1,0.2857142857142857
PD,S,2.0,A,1.0,2,NC,-1.0,D,-1,5,20,1,0.3
PB,N,2.0,A,1.0,1,NC,-1.0,D,-1,5,20,2,0.32
PA,S,2.0,A,1.0,1,NC,-1.0,H,1,5,21,2,0.3333333333333333
PA,S,1.0,A,1.0,1,NC,-1.0,P,3,4,21,2,0.36666666666666664
PA,N,2.0,A,1.0,1,NC,1.0,P,3,2,20,1,0.16666666666666666
PA,S,1.0,P,1.0,1,NC,1.0,H,3,1,20,1,0.13333333333333333
PB,S,1.0,A,2.0,1,N,4.0,P,3,8,19,2,0.48
PE,N,1.0,P,1.0,1,NC,2.0,D,3,1,18,0,0.2
PB,N,0.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.0
PA,N,1.0,A,1.0,1,NC,-1.0,D,3,1,21,2,0.1
PC,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,21,1,0.32142857142857145
PA,S,0.0,A,1.0,1,NC,-1.0,P,2,5,20,2,0.43333333333333335
PC,S,2.0,P,1.0,2,NC,-1.0,P,-1,1,18,0,0.21428571428571427
PA,S,0.0,A,1.0,2,NC,1.0,P,3,6,21,2,0.4666666666666667
PA,S,2.0,A,1.0,1,NC,-1.0,P,3,7,20,1,0.36666666666666664
PA,S,0.0,A,1.0,1,NC,-1.0,P,3,5,20,2,0.5
PA,S,2.0,A,1.0,1,NC,3.0,P,3,5,19,2,0.4666666666666667
PB,N,1.0,P,1.0,1,NC,-1.0,P,3,0,19,1,0.08
PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,8,20,2,0.4666666666666667
PC,N,2.0,P,1.0,2,NC,-1.0,D,-1,0,18,0,0.10714285714285714
PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,19,2,0.26666666666666666
PA,S,1.0,A,1.0,1,NC,-1.0,D,3,5,21,2,0.36666666666666664
PC,S,2.0,A,1.0,1,N,3.0,D,2,2,21,1,0.17857142857142858
PA,S,1.0,A,1.0,2,NC,1.0,D,3,2,19,1,0.1
PA,N,0.0,P,1.0,1,NC,-1.0,D,3,1,18,0,0.16666666666666666
PC,S,1.0,A,1.0,1,NC,-1.0,D,3,3,21,1,0.32142857142857145
PD,N,1.0,A,1.0,1,NC,-1.0,H,-1,5,21,2,0.275
PA,S,0.0,P,1.0,1,NC,-1.0,P,3,2,21,2,0.3
PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,3,20,1,0.3
PA,S,2.0,A,1.0,2,NC,-1.0,H,3,7,19,1,0.43333333333333335
PA,S,1.0,A,1.0,1,NC,-1.0,D,3,6,19,2,0.3
PB,S,2.0,A,1.0,1,NC,-1.0,P,-1,5,21,1,0.44
PA,N,2.0,P,1.0,1,NC,-1.0,H,-1,2,18,0,0.3
PA,N,1.0,P,1.0,2,NC,-1.0,D,3,0,20,2,0.1
PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,19,2,0.13333333333333333
PA,N,0.0,P,1.0,2,NC,-1.0,H,-1,1,20,1,0.26666666666666666
PA,S,1.0,A,1.0,1,NC,2.0,D,1,8,20,1,0.5
PE,N,1.0,A,1.0,1,NC,-1.0,P,1,4,19,2,0.4
PA,S,1.0,A,1.0,1,NC,1.0,H,2,4,19,2,0.26666666666666666
PB,S,1.0,A,1.0,1,NC,1.0,H,-1,3,21,1,0.24
PD,S,0.0,A,1.0,1,NC,4.0,H,2,11,18,0,0.45
PD,S,2.0,A,1.0,1,NC,-1.0,H,3,8,20,2,0.35
PA,N,2.0,P,1.0,2,NC,-1.0,D,-1,1,20,1,0.2
PA,S,2.0,A,1.0,1,NC,-1.0,H,1,3,21,2,0.26666666666666666
PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,18,0,0.26666666666666666
PD,N,1.0,P,1.0,1,NC,1.0,P,3,0,21,1,0.075
PA,N,2.0,P,1.0,1,NC,-1.0,D,3,2,19,1,0.26666666666666666
PB,N,0.0,A,1.0,1,NC,-1.0,H,-1,2,20,2,0.16
PB,N,2.0,P,1.0,1,NC,-1.0,P,-1,0,21,2,0.16
PA,S,0.0,A,5.0,1,N,3.0,D,2,2,18,0,0.16666666666666666
PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.36666666666666664
PC,S,1.0,A,1.0,1,NC,2.0,D,3,5,19,1,0.39285714285714285
PC,N,2.0,P,1.0,1,NC,1.0,D,3,0,18,0,0.10714285714285714
PC,S,2.0,A,1.0,1,NC,-1.0,H,-1,1,19,2,0.10714285714285714
PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,8,21,1,0.43333333333333335
PA,N,0.0,A,1.0,1,NC,-1.0,P,3,2,19,1,0.1
PA,N,1.0,P,1.0,2,NC,-1.0,P,1,0,19,2,0.03333333333333333
PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,2,21,1,0.1
PD,S,1.0,A,1.0,1,NC,-1.0,D,3,4,18,0,0.2
PA,S,2.0,A,1.0,1,NC,1.0,P,-1,4,21,2,0.3333333333333333
PC,S,1.0,A,1.0,1,NC,-1.0,D,3,5,21,2,0.39285714285714285
PE,N,0.0,A,1.0,1,NC,-1.0,D,3,2,18,0,0.4666666666666667
PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,19,2,0.0
PE,S,1.0,A,1.0,1,NC,1.0,H,3,3,19,2,0.5333333333333333
PC,S,2.0,A,1.0,1,NC,1.0,P,3,2,21,1,0.10714285714285714
PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,1,20,2,0.26666666666666666
PE,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,19,2,0.4
PA,N,1.0,A,1.0,1,NC,-1.0,D,1,5,20,1,0.36666666666666664
PD,S,0.0,A,1.0,1,NC,-1.0,P,-1,8,18,0,0.375
PA,S,1.0,A,1.0,1,NC,-1.0,P,3,5,18,0,0.3333333333333333
PA,N,1.0,A,1.0,1,NC,-1.0,D,3,5,18,0,0.26666666666666666
PA,N,2.0,A,1.0,2,NC,-1.0,D,2,2,18,0,0.13333333333333333
PA,S,2.0,A,1.0,2,NC,-1.0,H,3,5,19,2,0.3333333333333333
PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.4666666666666667
PA,N,0.0,A,1.0,1,NC,2.0,P,3,2,19,1,0.1
PA,N,2.0,P,1.0,2,NC,-1.0,D,3,0,20,1,0.26666666666666666
PA,N,0.0,P,1.0,2,NC,4.0,D,-1,0,18,0,0.06666666666666667
PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,1,0.16666666666666666
PA,N,1.0,A,1.0,1,NC,1.0,P,3,2,19,2,0.1
PA,N,1.0,A,1.0,1,NC,-1.0,P,3,2,18,0,0.16666666666666666
PC,S,2.0,A,1.0,1,NC,-1.0,H,3,8,21,1,0.4642857142857143
PE,S,0.0,P,1.0,1,N,2.0,D,2,0,21,1,0.0
PA,N,1.0,P,1.0,2,NC,-1.0,P,3,0,20,1,0.06666666666666667
PA,S,0.0,A,1.0,2,NC,2.0,D,-1,4,21,1,0.26666666666666666
PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,8,20,2,0.4666666666666667
PA,N,0.0,P,1.0,1,NC,4.0,P,-1,1,20,2,0.3
PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,5,19,1,0.4666666666666667
PB,S,2.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.36
PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,6,20,1,0.5
PA,S,1.0,A,1.0,2,NC,-1.0,D,3,2,18,0,0.13333333333333333
PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.3
PA,N,2.0,P,1.0,2,NC,1.0,P,3,0,20,2,0.16666666666666666
PA,S,1.0,A,1.0,1,NC,-1.0,D,1,2,20,1,0.13333333333333333
PA,N,1.0,A,1.0,2,NC,-1.0,D,2,1,18,0,0.1
PA,N,0.0,A,1.0,2,NC,1.0,H,3,6,21,2,0.5
PD,N,0.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.275
PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,6,18,0,0.36666666666666664
PA,N,0.0,A,1.0,1,NC,-1.0,P,3,3,19,1,0.16666666666666666
PA,S,1.0,A,1.0,1,NC,-1.0,D,3,3,21,2,0.16666666666666666
PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,18,0,0.3
PE,N,1.0,A,1.0,2,NC,-1.0,D,-1,2,19,1,0.2
PC,S,1.0,A,1.0,1,NC,-1.0,H,3,4,18,0,0.2857142857142857
PB,S,1.0,P,1.0,1,NC,-1.0,H,3,0,21,2,0.0
PC,S,1.0,A,1.0,2,NC,-1.0,H,-1,6,19,2,0.5
PA,S,1.0,A,1.0,1,NC,-1.0,H,3,6,18,0,0.43333333333333335
PD,S,0.0,P,1.0,1,NC,-1.0,D,-1,2,19,1,0.225
PA,N,1.0,P,1.0,2,NC,1.0,H,3,1,21,2,0.06666666666666667
PA,N,1.0,A,1.0,1,NC,-1.0,H,1,4,21,2,0.3333333333333333
PA,N,0.0,P,1.0,2,NC,-1.0,D,-1,1,21,2,0.16666666666666666
PC,N,2.0,P,1.0,1,NC,-1.0,P,2,0,20,2,0.07142857142857142
PE,S,2.0,A,1.0,1,NC,-1.0,H,3,3,18,0,0.5333333333333333
PA,S,1.0,A,1.0,1,NC,-1.0,P,3,5,21,1,0.43333333333333335
PD,N,0.0,A,1.0,2,NC,1.0,D,3,4,19,2,0.2
PD,S,1.0,P,1.0,2,NC,2.0,H,-1,1,21,1,0.15
PA,N,1.0,P,1.0,1,NC,1.0,H,1,1,19,2,0.1
PA,S,1.0,A,1.0,2,NC,2.0,D,3,3,19,2,0.23333333333333334
PA,S,1.0,A,1.0,2,NC,-1.0,D,3,3,20,2,0.26666666666666666
PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,18,0,0.36666666666666664
PA,S,1.0,P,1.0,1,NC,2.0,H,1,0,19,1,0.03333333333333333
PA,N,0.0,A,1.0,1,NC,-1.0,D,3,6,21,2,0.4
PA,N,0.0,A,1.0,1,NC,-1.0,H,1,2,21,1,0.1
PC,S,0.0,A,1.0,1,NC,3.0,P,1,3,19,1,0.21428571428571427
PD,S,2.0,P,1.0,1,NC,-1.0,H,3,1,20,1,0.075
PA,S,1.0,A,1.0,1,NC,-1.0,D,1,4,21,2,0.3
PA,S,2.0,A,1.0,2,NC,-1.0,H,3,5,20,2,0.3333333333333333
PC,S,2.0,A,1.0,1,NC,-1.0,D,3,6,19,1,0.39285714285714285
PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,2,20,1,0.13333333333333333
PB,S,1.0,P,1.0,1,NC,-1.0,D,1,1,20,2,0.16
PB,N,1.0,A,1.0,1,NC,1.0,D,-1,2,20,1,0.24
PB,S,2.0,A,1.0,2,NC,-1.0,D,3,5,20,1,0.4
PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,6,20,2,0.3333333333333333
PD,S,2.0,P,1.0,1,NC,-1.0,D,-1,2,21,2,0.275
PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,2,19,2,0.16666666666666666
PA,N,1.0,A,1.0,1,NC,1.0,P,3,8,19,2,0.4666666666666667
PB,N,1.0,P,1.0,1,NC,-1.0,P,3,0,21,4,0.04
PA,S,1.0,A,3.0,1,NC,-1.0,D,2,7,19,1,0.5
PA,S,0.0,A,1.0,1,NC,-1.0,P,-1,7,20,1,0.36666666666666664
PA,S,1.0,A,1.0,1,NC,1.0,H,1,9,20,2,0.5
PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,18,0,0.10714285714285714
PD,S,1.0,A,1.0,2,NC,-1.0,D,3,9,19,2,0.5
PA,N,2.0,A,1.0,1,NC,-1.0,D,3,7,20,2,0.43333333333333335
PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,7,19,2,0.4642857142857143
PD,N,1.0,A,1.0,1,NC,-1.0,P,3,8,21,1,0.325
PD,S,2.0,P,1.0,1,NC,1.0,H,1,1,18,0,0.1
PA,S,1.0,A,1.0,1,NC,2.0,P,3,9,19,1,0.4666666666666667
PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,8,19,1,0.4
PA,N,1.0,P,1.0,2,NC,-1.0,H,1,1,21,2,0.3
PC,S,2.0,P,1.0,1,NC,-1.0,P,3,1,20,2,0.10714285714285714
PA,S,1.0,A,1.0,1,NC,1.0,D,1,6,20,2,0.3333333333333333
PA,N,2.0,P,1.0,2,NC,4.0,P,3,0,21,1,0.13333333333333333
PD,N,0.0,P,3.0,1,NC,-1.0,D,-1,0,19,1,0.05
PB,S,1.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.16
PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,19,2,0.3333333333333333
PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,21,1,0.3
PE,S,0.0,A,1.0,2,NC,1.0,P,3,3,21,1,0.4
PA,N,1.0,A,1.0,2,NC,1.0,P,-1,5,21,1,0.3
PA,N,2.0,P,1.0,2,NC,-1.0,D,3,1,18,0,0.2
PC,S,1.0,A,1.0,1,NC,1.0,D,3,5,21,2,0.35714285714285715
PB,N,0.0,A,1.0,1,NC,-1.0,D,3,4,18,0,0.44
PC,S,1.0,A,1.0,1,NC,-1.0,D,3,2,19,2,0.17857142857142858
PB,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.16
PD,N,2.0,P,1.0,2,N,4.0,H,-1,0,19,2,0.0
PA,N,2.0,P,1.0,2,NC,4.0,D,2,2,20,2,0.26666666666666666
PD,S,1.0,A,1.0,1,NC,-1.0,D,1,4,20,1,0.225
PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,5,20,1,0.3
PD,S,0.0,A,1.0,1,NC,1.0,H,3,6,20,2,0.4
PA,S,1.0,A,1.0,1,S,2.0,D,1,5,18,0,0.26666666666666666
PA,N,1.0,P,1.0,2,NC,-1.0,P,3,1,19,1,0.1
PA,N,2.0,P,1.0,2,NC,-1.0,H,-1,0,21,2,0.06666666666666667
PE,N,1.0,P,1.0,1,NC,-1.0,P,3,0,19,1,0.13333333333333333
PB,N,2.0,P,1.0,2,NC,-1.0,H,1,0,19,1,0.0
PD,N,1.0,P,1.0,2,NC,-1.0,H,3,2,19,2,0.25
PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,4,19,1,0.3
PA,S,1.0,A,1.0,1,NC,1.0,D,3,5,20,2,0.43333333333333335
PE,S,0.0,A,1.0,1,NC,-1.0,H,3,2,18,0,0.3333333333333333
PA,N,2.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.06666666666666667
PD,S,2.0,P,1.0,1,NC,-1.0,H,1,1,18,0,0.275
PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,3,20,1,0.13333333333333333
PA,S,0.0,A,1.0,1,NC,1.0,H,3,5,18,0,0.5
PC,S,2.0,A,1.0,1,NC,4.0,P,1,4,20,1,0.25
PD,S,1.0,A,1.0,2,NC,1.0,D,1,8,21,1,0.35
PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,21,2,0.16
PD,N,1.0,A,1.0,1,NC,2.0,H,1,6,19,2,0.375
PC,S,0.0,A,1.0,1,NC,-1.0,D,-1,5,19,1,0.2857142857142857
PB,S,0.0,A,1.0,1,NC,2.0,P,3,5,20,2,0.4
PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,2,19,1,0.2
PA,S,2.0,A,1.0,1,NC,1.0,D,1,4,18,0,0.26666666666666666
PA,N,0.0,A,1.0,2,NC,-1.0,P,3,4,20,2,0.26666666666666666
PD,S,0.0,A,1.0,1,NC,-1.0,P,3,8,19,2,0.475
PA,S,0.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.03333333333333333
PB,S,1.0,A,1.0,1,NC,2.0,P,2,4,19,2,0.4
PA,S,0.0,P,1.0,2,N,4.0,D,2,0,19,1,0.16666666666666666
PC,S,1.0,A,1.0,1,NC,4.0,P,1,3,21,1,0.25
PB,S,0.0,A,1.0,1,NC,1.0,P,3,4,21,1,0.32
PB,N,1.0,A,1.0,2,N,4.0,H,2,5,19,1,0.36
PA,S,0.0,P,1.0,1,NC,1.0,D,-1,2,20,2,0.26666666666666666
PA,S,1.0,P,1.0,1,NC,2.0,D,1,0,19,2,0.1
PA,S,1.0,A,1.0,1,NC,-1.0,H,3,5,18,0,0.5
PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.26666666666666666
PD,S,0.0,A,1.0,1,NC,-1.0,D,3,4,19,1,0.2
PD,S,1.0,A,2.0,1,NC,2.0,H,2,4,18,0,0.15
PB,N,0.0,A,1.0,1,NC,-1.0,D,3,4,20,2,0.36
PA,N,2.0,A,1.0,1,NC,1.0,D,3,5,21,1,0.36666666666666664
PA,N,0.0,A,1.0,2,NC,-1.0,D,3,5,21,2,0.36666666666666664
PA,N,2.0,P,1.0,2,NC,-1.0,D,3,1,21,2,0.23333333333333334
PA,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,20,1,0.06666666666666667
PA,S,1.0,A,1.0,2,NC,-1.0,P,3,4,21,2,0.2
PC,N,1.0,A,1.0,2,NC,-1.0,H,-1,6,20,1,0.4642857142857143
PB,S,1.0,P,1.0,1,NC,-1.0,D,3,1,21,1,0.28
PA,N,1.0,P,1.0,2,NC,4.0,D,1,1,21,1,0.2
PB,S,2.0,A,1.0,2,NC,-1.0,P,-1,3,18,0,0.24
PE,S,1.0,A,1.0,1,NC,-1.0,P,2,1,19,1,0.2
PB,N,1.0,A,1.0,2,NC,2.0,D,1,4,20,2,0.24
PC,S,0.0,A,1.0,1,NC,2.0,H,3,3,18,0,0.21428571428571427
PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,1,20,2,0.13333333333333333
PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,6,20,1,0.3333333333333333
PA,S,0.0,A,1.0,2,NC,2.0,D,-1,2,20,1,0.13333333333333333
PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,4,20,2,0.23333333333333334
PC,N,1.0,A,1.0,1,NC,2.0,D,3,2,21,1,0.17857142857142858
PC,S,1.0,A,1.0,1,NC,-1.0,D,3,3,19,2,0.21428571428571427
PA,S,1.0,A,1.0,2,NC,2.0,H,3,6,20,2,0.3
PA,S,1.0,P,1.0,1,NC,-1.0,D,-1,2,20,1,0.3
PB,S,1.0,A,1.0,2,NC,-1.0,P,-1,5,21,2,0.36
PA,S,2.0,A,1.0,1,NC,-1.0,P,3,5,21,2,0.5
PB,N,1.0,A,1.0,1,NC,-1.0,P,3,4,19,1,0.24
PA,N,1.0,A,1.0,1,N,2.0,P,2,6,21,1,0.4
PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,9,20,2,0.6666666666666666
PE,N,1.0,A,1.0,1,NC,-1.0,D,1,3,19,2,0.4
PA,S,1.0,A,1.0,1,NC,2.0,D,1,4,21,1,0.3333333333333333
PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,20,2,0.4
PD,S,0.0,A,1.0,1,NC,1.0,D,3,7,21,1,0.325
PD,S,0.0,A,1.0,2,NC,1.0,D,-1,7,19,1,0.325
PA,N,2.0,A,1.0,1,NC,1.0,D,3,6,21,2,0.43333333333333335
PA,S,0.0,A,1.0,1,NC,2.0,P,3,10,22,-4,0.7333333333333333
PB,S,0.0,A,1.0,1,NC,4.0,H,1,2,21,1,0.2
PA,N,0.0,A,1.0,2,NC,-1.0,H,-1,4,21,1,0.3333333333333333
PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,18,0,0.16666666666666666
PC,S,1.0,A,1.0,1,NC,-1.0,D,-1,7,18,0,0.39285714285714285
PB,N,0.0,P,1.0,1,NC,-1.0,P,-1,1,18,0,0.28
PA,N,2.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.3333333333333333
PE,S,1.0,A,1.0,2,NC,-1.0,D,3,2,20,1,0.2
PD,S,1.0,A,1.0,2,NC,-1.0,H,-1,3,19,2,0.175
PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,3,18,0,0.2
PA,S,2.0,A,1.0,1,NC,-1.0,D,2,5,20,2,0.3333333333333333
PA,N,1.0,P,1.0,1,NC,-1.0,H,3,0,19,1,0.1
PB,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,2,0.28
PD,S,0.0,A,1.0,2,NC,-1.0,D,1,12,20,2,0.475
PC,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,18,0,0.14285714285714285
PB,N,2.0,A,1.0,1,NC,2.0,D,-1,2,18,0,0.2
PA,S,1.0,A,1.0,1,NC,-1.0,D,1,5,20,1,0.43333333333333335
PA,N,1.0,P,1.0,1,NC,-1.0,P,1,1,18,0,0.3
PB,S,0.0,A,1.0,2,NC,-1.0,D,-1,8,20,2,0.52
PD,S,0.0,A,1.0,2,NC,-1.0,D,-1,10,20,2,0.45
PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,6,20,1,0.4666666666666667
PD,S,2.0,A,1.0,1,NC,-1.0,D,3,12,21,2,0.475
PB,S,1.0,A,1.0,1,NC,-1.0,P,3,4,18,0,0.44
PC,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,19,1,0.2857142857142857
PE,S,1.0,A,1.0,1,NC,1.0,D,-1,2,18,0,0.2
PA,S,1.0,A,1.0,2,NC,-1.0,H,3,2,19,2,0.16666666666666666
PB,S,2.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.08
PA,N,1.0,P,1.0,2,NC,-1.0,D,3,1,19,1,0.26666666666666666
PB,N,0.0,A,1.0,1,NC,2.0,H,1,5,20,2,0.76
PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,9,20,2,0.5
PA,N,1.0,A,1.0,1,NC,-1.0,P,-1,7,20,1,0.36666666666666664
PD,N,2.0,P,1.0,2,NC,-1.0,P,1,1,18,0,0.2
PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,21,1,0.4
PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,3,19,1,0.2
PD,N,2.0,P,1.0,1,NC,-1.0,H,3,0,18,0,0.05
PE,S,1.0,P,1.0,1,NC,2.0,P,3,1,21,2,0.26666666666666666
PE,S,2.0,P,1.0,1,NC,1.0,P,3,0,21,2,0.06666666666666667
PE,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.06666666666666667
PE,S,1.0,A,1.0,2,NC,-1.0,H,-1,1,18,0,0.13333333333333333
PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,22,0,0.26666666666666666
PE,S,1.0,A,1.0,2,NC,-1.0,P,1,3,21,-1,0.4
PE,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.13333333333333333
PE,N,0.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.06666666666666667
PE,S,0.0,A,1.0,1,NC,1.0,H,1,2,20,2,0.4
PE,S,0.0,A,1.0,1,NC,-1.0,H,-1,3,21,1,0.4
PE,N,2.0,P,1.0,1,NC,-1.0,D,-1,0,21,2,0.13333333333333333
PE,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,21,2,0.0
PE,S,1.0,A,1.0,2,N,2.0,D,-1,2,18,0,0.4
PE,S,1.0,A,2.0,1,NC,4.0,P,2,2,20,2,0.3333333333333333
PE,S,2.0,A,1.0,1,NC,-1.0,H,-1,2,19,1,0.3333333333333333
PE,S,2.0,A,1.0,1,NC,-1.0,H,-1,4,19,2,0.4
PE,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,20,2,0.4666666666666667
PE,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,20,2,0.06666666666666667
PE,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,18,0,0.26666666666666666
PC,N,1.0,P,1.0,1,NC,2.0,H,1,0,21,1,0.0
PE,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,20,2,0.0
PB,S,1.0,P,1.0,1,NC,-1.0,H,-1,0,19,3,0.04
PB,S,1.0,A,1.0,2,NC,1.0,H,-1,9,19,2,0.76
PE,S,2.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.26666666666666666
